words,POS
وزګار,			Adjective  
وزګارتوب,			Noun  
وزګارتيا,			Noun  
وزګارېدل,			Verb  
وزګړی,			Noun  
وزېمه,			Noun  
وژغني,			Noun  
وژل,			Verb  
وژلنه,			Noun  
وژله,			Noun  
وژلون,			Noun  
وژه,			Noun  
وژون,			Noun  
وژونکی,			Adjective  
وژونی,			Adjective  
وژی,			Noun  
وس,			Noun  
وساطت,			Noun  
وسايل,			Noun  
وسپنه,			Noun  
وست,			Noun  
وستار,			Noun  
وستری,			Adjective  
وستل,			Noun  
وسته,			Noun  
وستون,			Noun  
وسعت,			Noun  
وسکه,			Adverb  
وسله,			Noun  
وسله وال,			Adjective  
وسلېدل,			Verb  
وسمه,			Noun  
وسه,			Noun  
وسواس,			Noun  
وسواسه,			Noun  
وسواسي,			Adjective  
وسيله,			Noun  
وش,			Noun  
وشتول,			Verb  
وشتې,			Noun  
وشمه,			Adjective  
وشند,			Adjective  
وصال,			Noun  
وصفي,			Adjective  
وصل,			Noun  
وصي,			Noun  
وصيت,			Noun  
وصيتنامه,			Noun  
وضاحت,			Noun  
وضع,			Noun  
وضع,			Noun  
وضعي,			Adjective  
وضعيت,			Noun  
وطن,			Noun  
وطن فروش,			Noun  
وطنپالنه,			Noun  
وطنپرست,			Adjective  
وطنپرستي,			Noun  
وطندار,			Noun  
وطندوست,			Noun  
وطنوال,			Noun  
وطني,			Adjective  
وظيفه,			Noun  
وظيفه دار,			Adjective  
وظيفه شناس,			Noun  
وعده,			Noun  
وعده خلاف,			Adjective  
وعظ,			Noun  
وغيره,			Adverb  
وفا,			Noun  
وفات,			Noun  
وفادار,			Adjective  
وفاداري,			Noun  
وفد,			Noun  
وفيات,			Noun  
وقاحت,			Noun  
وقار,			Noun  
وقايع,			Noun  
وقايه,			Noun  
وقايوي,			Adjective  
وقف,			Noun  
وقفه,			Noun  
وقوع,			Noun  
وقوف,			Noun  
وکالت,			Noun  
وکر,			Noun  
وکيل,			Noun  
وکيل التجار,			Noun  
ول,			Noun  
ول,			Noun  
ول ول,			Adjective  
ولادت,			Noun  
ولادي,			Adjective  
ولان,			Adjective  
ولايت,			Noun  
ولايتي,			Adjective  
ولاړ,			Adjective  
ولاړول,			Verb  
ولاړېدل,			Verb  
ولجه,			Noun  
ولخه,			Noun  
ولس,			Noun  
ولسوال,			Noun  
ولشل,			Verb  
ولغه,			Noun  
ولکه,			Noun  
ولکۍ,			Noun  
ولل,			Verb  
وله,			Noun  
ولوړ,			Noun  
ولي,			Noun  
وليعهد,			Noun  
ولټ,			Noun  
ولټ ميټر,			Noun  
ولښه,			Noun  
ولګۍ,			Noun  
ولی,			Noun  
ولې,			Adverb  
ولې,			Noun  
ولېشت,			Noun  
ولېشه,			Noun  
ومارګه,			Noun  
ونج,			Noun  
ونجول,			Verb  
وند,			Noun  
وندر,			Noun  
وندل,			Verb  
وندنی,			Noun  
ونديار,			Noun  
وندی,			Noun  
ونکه,			Noun  
ونکی,			Adjective  
ونه,			Noun  
ونډه,			Noun  
ونډی,			Noun  
ونډۍ,			Noun  
ونګره,			Noun  
ونګه,			Noun  
وه وه,			interjection  
وهل,			Verb  
وهم,			Noun  
وهير,			Noun  
ووړ,			Adjective  
ووړکی,			Noun  
ووړنی,			Adjective  
ووړګنی,			Adjective  
ووړی,			Noun  
ويال,			Adjective  
وياله,			Noun  
وياند,			Adjective  
وياړل,			Verb  
وياړلی,			Adjective  
وياړنه,			Noun  
ويتکی,			Adjective  
ويتنام,			Noun  
ويجاړ,			Adjective  
ويجاړول,			Verb  
ويجاړېدل,			Verb  
ويدا,			Noun  
ويده,			Adjective  
ويدول,			Verb  
ويدي,			Adjective  
وير,			Noun  
ويران,			Adjective  
ويرانه,			Noun  
ويراني,			Noun  
ويرانېدل,			Verb  
ويرجن,			Adjective  
ويرژلی,			Adjective  
ويرژړلی,			Adjective  
ويرلړلی,			Adjective  
ويروس,			Noun  
ويرګول,			Noun  
ويساک,			Noun  
ويش,			interjection  
ويشتل,			Verb  
ويل,			Verb  
ويلوب,			Noun  
ويلول,			Verb  
ويلون,			Noun  
ويلوونکی,			Noun  
ويلي,			Adjective  
ويلډنګ,			Noun  
ويلېدل,			Verb  
وينا,			Noun  
ويندوکی,			Adjective  
ويندی,			Noun  
وينزويلا,			Noun  
وينه,			Noun  
وينه,			Noun  
وينځل,			Verb  
وينځه,			Noun  
ويه,			Noun  
ويول,			Verb  
ويونکی,			Noun  
ويټو,			Noun  
ويړ,			Adjective  
ويړول,			Verb  
ويړېدل,			Verb  
ويښ,			Adjective  
ويښته,			Noun  
ويښتوب,			Noun  
ويښتيا,			Noun  
ويښه,			Noun  
ويښول,			Verb  
ويی,			Noun  
ويېدل,			Verb  
وټندوی,			Adjective  
وټه,			Noun  
وځوکی,			Noun  
وڅکه,			Noun  
وڅکي,			Noun  
وڅکيز,			Noun  
وډ,			Noun  
وړ,			Adjective  
وړ,			Noun  
وړاندي تګ,			Noun  
وړاندي کول,			Verb  
وړاندي کېدل,			Verb  
وړاندينی,			Adjective  
وړانديوالی,			Noun  
وړاندې,			Adverb  
وړانګه,			Noun  
وړتوب,			Noun  
وړتوب,			Noun  
وړتيا,			Noun  
وړجن,			Adjective  
وړغندی,			Noun  
وړکتوب,			Noun  
وړکتون,			Noun  
وړکوټی,			Noun  
وړکينه,			Noun  
وړکی,			Adjective  
وړکی,			Noun  
وړل,			Verb  
وړم,			Adjective  
وړم کال,			Adverb  
وړمه شپه,			Adverb  
وړنګن,			Adjective  
وړنګه,			Noun  
وړوکتوب,			Noun  
وړوکي,			Noun  
وړوکی,			Adjective  
وړول,			Verb  
وړيا,			Adjective  
وړين,			Adjective  
وړګينه,			Noun  
وړۍ,			Noun  
وږبۍ,			Noun  
وږم,			Noun  
وږمکۍ,			Noun  
وږمه,			Noun  
وږمۍ,			Noun  
وږمۍ,			Noun  
وږی,			Adjective  
وږی,			Noun  
وښ,			Noun  
وښتې,			Noun  
وښخور,			Adjective  
وښياڼه,			Noun  
وښی,			Noun  
وښېدل,			Verb  
وګبۍ,			Noun  
وګوره,			Verb  
وګړی,			Noun  
وڼ,			Noun  
وڼا,			Noun  
وڼڅ,			Noun  
وڼی,			Noun  
وۍ,			interjection  
وېخ,			Noun  
وېرندوکی,			Adjective  
وېره,			Noun  
وېرول,			Verb  
وېروه,			Noun  
وېروونکی,			Adjective  
وېرېدل,			Verb  
وېرېدلی,			Adjective  
وېزار,			Adjective  
وېزه,			Noun  
وېسا,			Noun  
وېش,			Noun  
وېشل,			Verb  
وېشلی,			Adjective  
وېشلې,			Noun  
وېشنه,			Noun  
وېشه,			Noun  
وېل,			Noun  
وېلنه,			Noun  
وېلني,			Noun  
وېله,			Noun  
وېښتان,			Noun  
يا,			Adverb  
يا,			Adverb  
يا,			interjection  
يابو,			Noun  
ياد,			Noun  
يادداښت,			Noun  
يادول,			Verb  
يادونه,			Noun  
يادګار,			Noun  
يادګيرنه,			Noun  
يادېدل,			Verb  
يار,			Noun  
يارانه,			Noun  
يارمخچۍ,			Noun  
ياري,			Noun  
يارډ,			Noun  
ياس,			Noun  
ياسمن,			Noun  
ياغي,			Adjective  
ياغيتوب,			Noun  
ياقوت,			Noun  
يامېدل,			Verb  
ياور,			Noun  
يبل,			Adjective  
يتيم,			Noun  
يخ,			Adjective  
يخاو,			Noun  
يخچال,			Noun  
يخدان,			Noun  
يخزڼی,			Adjective  
يخمالک,			Noun  
يخني,			Noun  
يخوالی,			Noun  
يخول,			Verb  
يخی,			Noun  
يرغل,			Noun  
يرغلګر,			Adjective  
يرغمل,			Noun  
يرغه,			Adjective  
يرقان,			Noun  
يژې,			Noun  
يعنې,			Adverb  
يقين,			Noun  
يکاوه,			Noun  
يکدګ,			Noun  
يکشنبه,			Noun  
يکنواخت,			Adjective  
يکړ,			Adjective  
يکۍ,			Noun  
يلغز,			Adjective  
يله,			Adjective  
يم,			Noun  
يمال,			Noun  
يمن,			Noun  
يمنول,			Verb  
ين,			Noun  
ين,			suffix  
ينه,			Noun  
ينډه,			Noun  
يه,			Adverb  
يه,			interjection  
يهود,			Noun  
يهودي,			Adjective  
يو,			Numerical  
يوازي والی,			Noun  
يوازيتوب,			Noun  
يوازينی,			Adjective  
يواړخيز,			Adjective  
يوپ,			Noun  
يوپلا,			Adverb  
يوپه دوه,			Adverb  
يوپه يو,			Adverb  
يوپه يوه,			Adverb  
يوپټه,			Adjective  
يوتربله,			Adverb  
يوچا,			proNoun  
يوچيرې,			Adverb  
يوحزبي,			Adjective  
يودم,			Adverb  
يور,			Noun  
يوراز,			Adjective  
يورانيم,			Noun  
يورپ,			Noun  
يورنګه,			Adjective  
يورولوژي,			Noun  
يوروګوای,			Noun  
يوزری,			Adjective  
يوزړه,			Adjective  
يوژبی,			Adjective  
يوسفزی,			Noun  
يوسېلابي,			Adjective  
يوشان,			Adjective  
يوشانته,			Adjective  
يوطرفه,			Adjective  
يوقلم,			Adverb  
يولاس,			Adjective  
يولاسی,			Adjective  
يوله بله,			Adverb  
يوم,			Noun  
يومخيز,			Adverb  
يومخی,			Adjective  
يومخې,			Adverb  
يومکی,			Noun  
يومنزله,			Adjective  
يوموټی,			Adjective  
يونان,			Noun  
يوناني,			Adjective  
يونسکو,			Noun  
يونو,			Noun  
يونيسيف,			Noun  
يونيفورم,			Noun  
يونټ,			Noun  
يوه,			Noun  
يووالی,			Noun  
يووختيز,			Adjective  
يووزری,			Adjective  
يووستوی,			Adjective  
يوولس,			Numerical  
يوولسم,			Adjective  
يوويشت,			Numerical  
يووړګ,			Noun  
يوځلی,			Adverb  
يوڅه,			Adjective  
يوڅو,			Adjective  
يوڅوک,			proNoun  
يوګوسلاويا,			Noun  
يوڼې,			Noun  
يوې,			Noun  
ييم,			Noun  
يږ,			Noun  
يی,			Verb  
يې,			Noun  
يې,			proNoun  
يې هيلې,			Adjective  
يېنه,			Noun  
يېړ,			Noun  
ټ,			Noun  
ټاب,			Noun  
ټاپ,			Noun  
ټاپه,			Noun  
ټاپو,			Noun  
ټاپی,			Noun  
ټاغی,			Adjective  
ټاک,			Adjective  
ټاکل,			Verb  
ټاکلی,			Adjective  
ټال,			Noun  
ټالول,			Verb  
ټالېدل,			Verb  
ټانکر,			Noun  
ټانکۍ,			Noun  
ټانټه,			Noun  
ټانګ,			Noun  
ټانګه,			Noun  
ټايپ,			Noun  
ټايپسټ,			Noun  
ټاټ,			Noun  
ټاټوبی,			Noun  
ټب,			Noun  
ټبر,			Noun  
ټپ,			Noun  
ټپال,			Noun  
ټپوس,			Noun  
ټپي,			Adjective  
ټپۍ,			Noun  
ټرن,			Adjective  
ټغ,			Noun  
ټغر,			Noun  
ټغکی,			Noun  
ټغهار,			Noun  
ټک ټک,			Noun  
ټکانه,			Noun  
ټکر,			Noun  
ټکس,			Noun  
ټکسي,			Noun  
ټککه,			Noun  
ټکنده,			Adjective  
ټکنی,			Noun  
ټکه,			Noun  
ټکهار,			Noun  
ټکور,			Noun  
ټکورول,			Verb  
ټکول,			Verb  
ټکټ پولي,			Noun  
ټکټانه,			Noun  
ټکی,			Noun  
ټل,			Noun  
ټمبل,			Adjective  
ټمبه,			Adjective  
ټمبه,			Noun  
ټنبل,			Adjective  
ټنډ,			Adjective  
ټنډه,			Adjective  
ټنډه,			Noun  
ټنډوالی,			Noun  
ټنډېدل,			Verb  
ټنګ ټکور,			Noun  
ټنګه,			Noun  
ټنګهار,			Noun  
ټنګول,			Verb  
ټوپ,			Noun  
ټوپ ټپانی,			Noun  
ټوپن,			Noun  
ټوپنۍ,			Noun  
ټوخا,			Noun  
ټوخل,			Verb  
ټوخله,			Noun  
ټوخلی,			Noun  
ټوخول,			Verb  
ټوخی,			Noun  
ټوخېدل,			Verb  
ټوغ,			Noun  
ټوغک,			Noun  
ټوغکی,			Noun  
ټوک,			Noun  
ټوکر,			Noun  
ټوکرټوکر,			Adverb  
ټوکرۍ,			Noun  
ټوکمار,			Adjective  
ټوکه,			Noun  
ټوکي,			Adjective  
ټوکيا,			Noun  
ټوکېدل,			Verb  
ټول,			Adjective  
ټول,			Noun  
ټولنپوهنه,			Noun  
ټولنه,			Noun  
ټولنيز,			Adjective  
ټولول,			Verb  
ټوليمشر,			Noun  
ټولګيوال,			Noun  
ټولګی,			Noun  
ټولی,			Noun  
ټولېدل,			Verb  
ټومبل,			Verb  
ټونګل,			Verb  
ټونګه,			Noun  
ټوټکه,			Noun  
ټوټکۍ,			Noun  
ټوټه,			Noun  
ټوټی,			Noun  
ټيغکه,			Noun  
ټيغلک,			Noun  
ټيک,			Adjective  
ټيک,			Noun  
ټيکری,			Noun  
ټيکله,			Noun  
ټيکلۍ,			Noun  
ټيم,			Noun  
ټيمک,			Noun  
ټينګار,			Noun  
ټينګوالی,			Noun  
ټينګول,			Verb  
ټيوب,			Noun  
ټيټ,			Adjective  
ټيټوالی,			Noun  
ټيټېدل,			Verb  
ټټار,			Noun  
ټټر,			Noun  
ټټو,			Noun  
ټټۍ,			Noun  
ټګ,			Adjective  
ټګمار,			Noun  
ټګي,			Noun  
ټېپر,			Noun  
ټېغ,			Noun  
ټېک,			Noun  
ټېکس,			Noun  
ټېکه,			Noun  
ټېکه دار,			Noun  
ټېل,			Noun  
ټېل وهل,			Verb  
ټېلر,			Noun  
ټېله,			Noun  
ټېنس,			Noun  
ځاله,			Noun  
ځالګۍ,			Noun  
ځان,			Noun  
ځانته,			Adverb  
ځانځاني,			Noun  
ځانګو,			Noun  
ځانګړتيا,			Noun  
ځانګړی,			Adjective  
ځايول,			Verb  
ځايي,			Adjective  
ځاځی,			Noun  
ځای,			Noun  
ځپل,			Verb  
ځری,			Noun  
ځغاسته,			Noun  
ځغستا,			Noun  
ځغستل,			Verb  
ځغلند,			Adjective  
ځغلول,			Verb  
ځکندن,			Noun  
ځکه,			Adverb  
ځل,			Noun  
ځلا,			Noun  
ځلک,			Noun  
ځلميتوب,			Noun  
ځلمی,			Noun  
ځلول,			Verb  
ځليدل,			Verb  
ځلښت,			Noun  
ځمبل,			Verb  
ځمکنی,			Adjective  
ځمکه,			Noun  
ځناور,			Noun  
ځنځير,			Noun  
ځنډ,			Noun  
ځنډمن,			Adjective  
ځنډنی,			Adjective  
ځنډول,			Verb  
ځنډيدل,			Verb  
ځنګل,			Noun  
ځنګلي,			Adjective  
ځنې,			particles  
ځواله,			Noun  
ځوان,			Adjective  
ځوان,			Noun  
ځوانکه,			Noun  
ځوانکی,			Noun  
ځواني,			Noun  
ځوانيمرګ,			Adjective  
ځوانېدل,			Verb  
ځور,			Noun  
ځورول,			Verb  
ځوز,			Noun  
ځولانه,			Noun  
ځولۍ,			Noun  
ځومنه,			Noun  
ځوړ,			Noun  
ځوړند,			Adjective  
ځوړندول,			Verb  
ځوی,			Noun  
ځير,			Noun  
ځيرک,			Adjective  
ځيره,			Noun  
ځيره,			Noun  
ځين,			Noun  
ځينی,			Adverb  
ځيږ,			Adjective  
ځيږمه,			Noun  
ځيګر,			Noun  
ځړوبی,			Noun  
ځړول,			Verb  
ځړيدل,			Verb  
ځګ,			Noun  
ځګر,			Noun  
ځېل,			Noun  
ځېلی,			Adjective  
ځېلۍ,			Noun  
څ,			Noun  
څاپيړه,			Noun  
څادر,			Noun  
څار,			Noun  
څارل,			Verb  
څارنه,			Noun  
څارو,			Adjective  
څارونکی,			Noun  
څاروی,			Noun  
څاک,			Noun  
څاله,			Noun  
څانګ,			Noun  
څانګوړی,			Noun  
څانګي وانګي,			Adjective  
څاه,			Noun  
څاو,			Noun  
څاوار,			Noun  
څاوتی,			Noun  
څاڅکی,			Noun  
څاړی,			Noun  
څاښت,			Noun  
څاښتی,			Noun  
څاښکه,			Noun  
څاښه,			Noun  
څبله,			Adverb  
څپ,			Noun  
څپا,			Noun  
څپان,			Adjective  
څپاند,			Adjective  
څپر,			Noun  
څپرکی,			Noun  
څپره,			Noun  
څپری,			Noun  
څپرۍ,			Noun  
څپکه,			Noun  
څپلک,			Noun  
څپلۍ,			Noun  
څپه,			Noun  
څپهار,			Noun  
څپول,			Adjective  
څپول,			Verb  
څپياکه,			Noun  
څپيړه,			Noun  
څپټی,			Noun  
څپښه,			Noun  
څپڼ غوږی,			Noun  
څخه,			particles  
څخول,			Verb  
څخيدل,			Verb  
څر ګه,			Noun  
څراغ,			Noun  
څربوالی,			Noun  
څربول,			Verb  
څربيدل,			Verb  
څربښت,			Noun  
څرخاو,			Noun  
څرخباڼی,			Noun  
څرخندوکی,			Noun  
څرخنی,			Noun  
څرخه,			Noun  
څرخول,			Verb  
څرخيدل,			Verb  
څرخی,			Noun  
څرک,			Noun  
څرک اخيستل,			Verb  
څرک ايستل,			Verb  
څرک وهل,			Verb  
څرکهار,			Noun  
څرکول,			Verb  
څرکېدل,			Verb  
څرل,			Verb  
څرمن,			Noun  
څرمه,			Noun  
څرمښکۍ,			Noun  
څرنده,			Adjective  
څرنګه,			proNoun  
څرنګوالی,			Noun  
څره لور,			Noun  
څرو,			Noun  
څرول,			Verb  
څروټکه,			Noun  
څريکه,			Noun  
څرښه,			Noun  
څرګند,			Adjective  
څرګندوالی,			Noun  
څرګندول,			Verb  
څرګندونه,			Noun  
څرګندوی ,			Noun  
څرګنديدل,			Verb  
څرګی,			Noun  
څرۍ,			Noun  
څرې,			Adverb  
څرېدل,			Verb  
څرېدونکی,			Noun  
څس,			Noun  
څشی,			proNoun  
څک اروا,			Adjective  
څکا,			Noun  
څکالکی,			Noun  
څکالی,			Noun  
څکاوو,			Noun  
څکل,			Verb  
څکل پکل,			Noun  
څکلکی,			Noun  
څکه,			Noun  
څکول,			Verb  
څکول,			Verb  
څکونډاره,			Noun  
څکونډل,			Verb  
څکيندن,			Noun  
څکی,			Noun  
څکېدل,			Verb  
څکېدل,			Verb  
څکېړل,			Verb  
څلاڅل,			Noun  
څلرم,			Numerical  
څلرمه خور,			Noun  
څله,			Adverb  
څله,			Noun  
څله مست,			Noun  
څلور,			Numerical  
څلور ګوټی,			Noun  
څلوربول,			Noun  
څلوربولي,			Noun  
څلورپښی,			Adjective  
څلورخوندي,			Noun  
څلورستايه,			Adjective  
څلورغاښی,			Noun  
څلورلاری,			Noun  
څلورم,			Adjective  
څلوريځه,			Noun  
څلورڅنډی,			Noun  
څلويښت,			Numerical  
څلويښتم,			Adjective  
څلويښتي,			Noun  
څليرويشت,			Numerical  
څليرويشتم,			Adjective  
څلګه,			Noun  
څلی,			Noun  
څمکنی,			Noun  
څملاستل,			Verb  
څملول,			Verb  
څموڅی,			Adjective  
څميار,			Noun  
څمياري,			Noun  
څمڅلکی,			Noun  
څمڅه,			Noun  
څمڅۍ,			Noun  
څنډل,			Verb  
څنډه,			Noun  
څنګ,			Noun  
څنګرۍ,			Noun  
څنګزن,			Noun  
څنګل,			Noun  
څنګه,			Adverb  
څنګه,			proNoun  
څنګوېږدی,			Noun  
څنګی,			Noun  
څنۍ,			Noun  
څه,			Adverb  
څه,			proNoun  
څه چې,			proNoun  
څو,			Adjective  
څوار,			Noun  
څوارلس,			Numerical  
څواړخيز,			Adjective  
څوب,			Noun  
څوباړی,			Noun  
څوچنده,			Adverb  
څوچې,			Adverb  
څوده,			Noun  
څورب,			Adjective  
څورلس,			Numerical  
څورلسم,			Adjective  
څورلسی,			Noun  
څورنګ,			Adjective  
څوروی,			Noun  
څوری,			Noun  
څوری,			Noun  
څوک,			proNoun  
څوکريبل,			Verb  
څوکړ,			Noun  
څوکړکی,			Noun  
څوکۍ,			Noun  
څوکۍ,			Noun  
څومره,			proNoun  
څومټی,			Adjective  
څونه,			proNoun  
څونی,			Adjective  
څونۍ,			Noun  
څووم,			particles  
څوټ,			Noun  
څوڅ,			Noun  
څوڅلن,			Adjective  
څوړ,			Adjective  
څوړمنی,			Noun  
څوګل,			Noun  
څوګير,			Adjective  
څوڼکه,			Noun  
څوڼور,			Adjective  
څوڼې,			Noun  
